"Relative Time (Process)","PPO_HopperEnv_sweep_8 - _step","PPO_HopperEnv_sweep_8 - _step__MIN","PPO_HopperEnv_sweep_8 - _step__MAX","PPO_HopperEnv_sweep_8 - rewards/time","PPO_HopperEnv_sweep_8 - rewards/time__MIN","PPO_HopperEnv_sweep_8 - rewards/time__MAX","PPO_HopperEnv_sweep_9 - _step","PPO_HopperEnv_sweep_9 - _step__MIN","PPO_HopperEnv_sweep_9 - _step__MAX","PPO_HopperEnv_sweep_9 - rewards/time","PPO_HopperEnv_sweep_9 - rewards/time__MIN","PPO_HopperEnv_sweep_9 - rewards/time__MAX","PPO_HopperEnv_sweep_7 - _step","PPO_HopperEnv_sweep_7 - _step__MIN","PPO_HopperEnv_sweep_7 - _step__MAX","PPO_HopperEnv_sweep_7 - rewards/time","PPO_HopperEnv_sweep_7 - rewards/time__MIN","PPO_HopperEnv_sweep_7 - rewards/time__MAX","PPO_HopperEnv_sweep_6 - _step","PPO_HopperEnv_sweep_6 - _step__MIN","PPO_HopperEnv_sweep_6 - _step__MAX","PPO_HopperEnv_sweep_6 - rewards/time","PPO_HopperEnv_sweep_6 - rewards/time__MIN","PPO_HopperEnv_sweep_6 - rewards/time__MAX","PPO_HopperEnv_sweep_4 - _step","PPO_HopperEnv_sweep_4 - _step__MIN","PPO_HopperEnv_sweep_4 - _step__MAX","PPO_HopperEnv_sweep_4 - rewards/time","PPO_HopperEnv_sweep_4 - rewards/time__MIN","PPO_HopperEnv_sweep_4 - rewards/time__MAX","PPO_HopperEnv_sweep_5 - _step","PPO_HopperEnv_sweep_5 - _step__MIN","PPO_HopperEnv_sweep_5 - _step__MAX","PPO_HopperEnv_sweep_5 - rewards/time","PPO_HopperEnv_sweep_5 - rewards/time__MIN","PPO_HopperEnv_sweep_5 - rewards/time__MAX","PPO_HopperEnv_sweep_3 - _step","PPO_HopperEnv_sweep_3 - _step__MIN","PPO_HopperEnv_sweep_3 - _step__MAX","PPO_HopperEnv_sweep_3 - rewards/time","PPO_HopperEnv_sweep_3 - rewards/time__MIN","PPO_HopperEnv_sweep_3 - rewards/time__MAX","PPO_HopperEnv_sweep_0 - _step","PPO_HopperEnv_sweep_0 - _step__MIN","PPO_HopperEnv_sweep_0 - _step__MAX","PPO_HopperEnv_sweep_0 - rewards/time","PPO_HopperEnv_sweep_0 - rewards/time__MIN","PPO_HopperEnv_sweep_0 - rewards/time__MAX","PPO_HopperEnv_sweep_2 - _step","PPO_HopperEnv_sweep_2 - _step__MIN","PPO_HopperEnv_sweep_2 - _step__MAX","PPO_HopperEnv_sweep_2 - rewards/time","PPO_HopperEnv_sweep_2 - rewards/time__MIN","PPO_HopperEnv_sweep_2 - rewards/time__MAX","PPO_HopperEnv_sweep_1 - _step","PPO_HopperEnv_sweep_1 - _step__MIN","PPO_HopperEnv_sweep_1 - _step__MAX","PPO_HopperEnv_sweep_1 - rewards/time","PPO_HopperEnv_sweep_1 - rewards/time__MIN","PPO_HopperEnv_sweep_1 - rewards/time__MAX"
"549","578","578","578","4337.439453125","4337.439453125","4337.439453125","","","","","","","","","","","","","575","575","575","5030.0576171875","5030.0576171875","5030.0576171875","","","","","","","","","","","","","","","","","","","593","593","593","4371.12353515625","4371.12353515625","4371.12353515625","","","","","","","","","","","",""
"550","","","","","","","572","572","572","4369.38720703125","4369.38720703125","4369.38720703125","587","587","587","4843.0859375","4843.0859375","4843.0859375","","","","","","","","","","","","","593","593","593","5128.52001953125","5128.52001953125","5128.52001953125","","","","","","","","","","","","","593","593","593","4503.53076171875","4503.53076171875","4503.53076171875","593","593","593","4503.53076171875","4503.53076171875","4503.53076171875"
"551","","","","","","","","","","","","","","","","","","","","","","","","","605","605","605","5202.05517578125","5202.05517578125","5202.05517578125","","","","","","","596","596","596","4066.451904296875","4066.451904296875","4066.451904296875","","","","","","","","","","","","","","","","","",""
"552","581","581","581","4346.212890625","4346.212890625","4346.212890625","","","","","","","590","590","590","4850.74072265625","4850.74072265625","4850.74072265625","578","578","578","5070.78125","5070.78125","5070.78125","","","","","","","","","","","","","","","","","","","596","596","596","4366.72265625","4366.72265625","4366.72265625","","","","","","","","","","","",""
"553","","","","","","","575","575","575","4368.376953125","4368.376953125","4368.376953125","","","","","","","","","","","","","608","608","608","5133.1015625","5133.1015625","5133.1015625","596","596","596","5020.05810546875","5020.05810546875","5020.05810546875","599","599","599","4084.26025390625","4084.26025390625","4084.26025390625","","","","","","","596","596","596","4503.43505859375","4503.43505859375","4503.43505859375","596","596","596","4503.43505859375","4503.43505859375","4503.43505859375"
"554","584","584","584","4369.85107421875","4369.85107421875","4369.85107421875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"555","","","","","","","","","","","","","593","593","593","4832.90283203125","4832.90283203125","4832.90283203125","581","581","581","5080.88818359375","5080.88818359375","5080.88818359375","","","","","","","599","599","599","5111.1572265625","5111.1572265625","5111.1572265625","","","","","","","599","599","599","4381.09326171875","4381.09326171875","4381.09326171875","599","599","599","4461.89990234375","4461.89990234375","4461.89990234375","599","599","599","4461.89990234375","4461.89990234375","4461.89990234375"
"556","","","","","","","578","578","578","4337.439453125","4337.439453125","4337.439453125","","","","","","","","","","","","","611","611","611","5097.66796875","5097.66796875","5097.66796875","","","","","","","602","602","602","4088.243896484375","4088.243896484375","4088.243896484375","","","","","","","","","","","","","","","","","",""
"557","587","587","587","4374.0283203125","4374.0283203125","4374.0283203125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"558","","","","","","","581","581","581","4346.212890625","4346.212890625","4346.212890625","596","596","596","4856.962890625","4856.962890625","4856.962890625","584","584","584","5080.0087890625","5080.0087890625","5080.0087890625","","","","","","","602","602","602","5157.6650390625","5157.6650390625","5157.6650390625","","","","","","","602","602","602","4336.2666015625","4336.2666015625","4336.2666015625","602","602","602","4505.81396484375","4505.81396484375","4505.81396484375","602","602","602","4505.81396484375","4505.81396484375","4505.81396484375"
"559","","","","","","","","","","","","","","","","","","","","","","","","","614","614","614","5099.64306640625","5099.64306640625","5099.64306640625","","","","","","","605","605","605","4064.770751953125","4064.770751953125","4064.770751953125","","","","","","","","","","","","","","","","","",""
"560","590","590","590","4372.09326171875","4372.09326171875","4372.09326171875","","","","","","","","","","","","","587","587","587","5111.080078125","5111.080078125","5111.080078125","","","","","","","","","","","","","","","","","","","605","605","605","4331.4404296875","4331.4404296875","4331.4404296875","","","","","","","","","","","",""
"561","","","","","","","584","584","584","4369.85107421875","4369.85107421875","4369.85107421875","599","599","599","4826.46142578125","4826.46142578125","4826.46142578125","","","","","","","617","617","617","5112.25439453125","5112.25439453125","5112.25439453125","605","605","605","5271.77880859375","5271.77880859375","5271.77880859375","","","","","","","","","","","","","605","605","605","4442.15478515625","4442.15478515625","4442.15478515625","605","605","605","4442.15478515625","4442.15478515625","4442.15478515625"
"562","593","593","593","4363.3076171875","4363.3076171875","4363.3076171875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","608","608","608","3995.236572265625","3995.236572265625","3995.236572265625","","","","","","","","","","","","","","","","","",""
"563","","","","","","","","","","","","","","","","","","","590","590","590","5118.931640625","5118.931640625","5118.931640625","","","","","","","608","608","608","5176.73779296875","5176.73779296875","5176.73779296875","","","","","","","608","608","608","4311.9970703125","4311.9970703125","4311.9970703125","608","608","608","4479.14111328125","4479.14111328125","4479.14111328125","","","","","",""
"564","","","","","","","587","587","587","4374.0283203125","4374.0283203125","4374.0283203125","602","602","602","4883.720703125","4883.720703125","4883.720703125","","","","","","","620","620","620","5075.19189453125","5075.19189453125","5075.19189453125","","","","","","","611","611","611","3960.201171875","3960.201171875","3960.201171875","","","","","","","","","","","","","608","608","608","4479.14111328125","4479.14111328125","4479.14111328125"
"565","596","596","596","4348.0419921875","4348.0419921875","4348.0419921875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"566","","","","","","","","","","","","","605","605","605","4883.82421875","4883.82421875","4883.82421875","593","593","593","5105.21044921875","5105.21044921875","5105.21044921875","623","623","623","5074.11474609375","5074.11474609375","5074.11474609375","611","611","611","5155.2421875","5155.2421875","5155.2421875","","","","","","","611","611","611","4374.79638671875","4374.79638671875","4374.79638671875","611","611","611","4516.03955078125","4516.03955078125","4516.03955078125","611","611","611","4516.03955078125","4516.03955078125","4516.03955078125"
"567","","","","","","","590","590","590","4372.09326171875","4372.09326171875","4372.09326171875","","","","","","","","","","","","","","","","","","","","","","","","","614","614","614","4013.01220703125","4013.01220703125","4013.01220703125","","","","","","","","","","","","","","","","","",""
"568","599","599","599","4351.9248046875","4351.9248046875","4351.9248046875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","614","614","614","4398.21826171875","4398.21826171875","4398.21826171875","","","","","","","","","","","",""
"569","","","","","","","593","593","593","4363.3076171875","4363.3076171875","4363.3076171875","608","608","608","4879.5263671875","4879.5263671875","4879.5263671875","596","596","596","5168.39404296875","5168.39404296875","5168.39404296875","626","626","626","5151.37060546875","5151.37060546875","5151.37060546875","614","614","614","5201.2578125","5201.2578125","5201.2578125","","","","","","","","","","","","","614","614","614","4484.6875","4484.6875","4484.6875","614","614","614","4484.6875","4484.6875","4484.6875"
"570","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","617","617","617","4053.192626953125","4053.192626953125","4053.192626953125","","","","","","","","","","","","","","","","","",""
"571","602","602","602","4352.26220703125","4352.26220703125","4352.26220703125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","617","617","617","4325.7607421875","4325.7607421875","4325.7607421875","617","617","617","4511.9912109375","4511.9912109375","4511.9912109375","","","","","",""
"572","","","","","","","596","596","596","4348.0419921875","4348.0419921875","4348.0419921875","611","611","611","4922.51953125","4922.51953125","4922.51953125","599","599","599","5196.326171875","5196.326171875","5196.326171875","629","629","629","5169.8525390625","5169.8525390625","5169.8525390625","617","617","617","5318.32666015625","5318.32666015625","5318.32666015625","620","620","620","4094.952392578125","4094.952392578125","4094.952392578125","","","","","","","","","","","","","617","617","617","4511.9912109375","4511.9912109375","4511.9912109375"
"573","605","605","605","4363.18115234375","4363.18115234375","4363.18115234375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"574","","","","","","","","","","","","","","","","","","","602","602","602","5223.52392578125","5223.52392578125","5223.52392578125","632","632","632","5138.2626953125","5138.2626953125","5138.2626953125","620","620","620","5336.6201171875","5336.6201171875","5336.6201171875","","","","","","","620","620","620","4280.044921875","4280.044921875","4280.044921875","620","620","620","4475.888671875","4475.888671875","4475.888671875","620","620","620","4475.888671875","4475.888671875","4475.888671875"
"575","","","","","","","599","599","599","4351.9248046875","4351.9248046875","4351.9248046875","614","614","614","4941.50439453125","4941.50439453125","4941.50439453125","","","","","","","","","","","","","","","","","","","623","623","623","4120.7060546875","4120.7060546875","4120.7060546875","","","","","","","","","","","","","","","","","",""
"576","608","608","608","4367.84228515625","4367.84228515625","4367.84228515625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","623","623","623","4379.53369140625","4379.53369140625","4379.53369140625","","","","","","","","","","","",""
"577","","","","","","","602","602","602","4352.26220703125","4352.26220703125","4352.26220703125","617","617","617","4947.9677734375","4947.9677734375","4947.9677734375","605","605","605","5202.05517578125","5202.05517578125","5202.05517578125","635","635","635","5149.7490234375","5149.7490234375","5149.7490234375","623","623","623","5389.60498046875","5389.60498046875","5389.60498046875","","","","","","","","","","","","","623","623","623","4488.9072265625","4488.9072265625","4488.9072265625","623","623","623","4488.9072265625","4488.9072265625","4488.9072265625"
"578","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","626","626","626","4124.32568359375","4124.32568359375","4124.32568359375","","","","","","","","","","","","","","","","","",""
"579","611","611","611","4372.81884765625","4372.81884765625","4372.81884765625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","626","626","626","4377.55078125","4377.55078125","4377.55078125","","","","","","","","","","","",""
"580","","","","","","","605","605","605","4363.18115234375","4363.18115234375","4363.18115234375","620","620","620","4957.5947265625","4957.5947265625","4957.5947265625","608","608","608","5133.1015625","5133.1015625","5133.1015625","638","638","638","5174.72021484375","5174.72021484375","5174.72021484375","626","626","626","5340.95166015625","5340.95166015625","5340.95166015625","","","","","","","","","","","","","626","626","626","4477.96728515625","4477.96728515625","4477.96728515625","626","626","626","4477.96728515625","4477.96728515625","4477.96728515625"
"581","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","629","629","629","4111.27392578125","4111.27392578125","4111.27392578125","","","","","","","","","","","","","","","","","",""
"582","614","614","614","4314.52099609375","4314.52099609375","4314.52099609375","","","","","","","","","","","","","","","","","","","","","","","","","629","629","629","5403.888671875","5403.888671875","5403.888671875","","","","","","","629","629","629","4254.52880859375","4254.52880859375","4254.52880859375","629","629","629","4542.57763671875","4542.57763671875","4542.57763671875","","","","","",""
"583","","","","","","","608","608","608","4367.84228515625","4367.84228515625","4367.84228515625","623","623","623","4954.84619140625","4954.84619140625","4954.84619140625","611","611","611","5097.66796875","5097.66796875","5097.66796875","641","641","641","5210.64306640625","5210.64306640625","5210.64306640625","","","","","","","632","632","632","4128.07470703125","4128.07470703125","4128.07470703125","","","","","","","","","","","","","629","629","629","4542.57763671875","4542.57763671875","4542.57763671875"
"584","617","617","617","4367.36474609375","4367.36474609375","4367.36474609375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","632","632","632","4325.07470703125","4325.07470703125","4325.07470703125","","","","","","","","","","","",""
"585","","","","","","","","","","","","","","","","","","","614","614","614","5099.64306640625","5099.64306640625","5099.64306640625","644","644","644","5231.076171875","5231.076171875","5231.076171875","632","632","632","5459.23095703125","5459.23095703125","5459.23095703125","","","","","","","","","","","","","632","632","632","4445.67236328125","4445.67236328125","4445.67236328125","632","632","632","4445.67236328125","4445.67236328125","4445.67236328125"
"586","","","","","","","611","611","611","4372.81884765625","4372.81884765625","4372.81884765625","626","626","626","4958.3671875","4958.3671875","4958.3671875","","","","","","","","","","","","","","","","","","","635","635","635","4130.7412109375","4130.7412109375","4130.7412109375","","","","","","","","","","","","","","","","","",""
"587","620","620","620","4280.64990234375","4280.64990234375","4280.64990234375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","635","635","635","4379.08544921875","4379.08544921875","4379.08544921875","","","","","","","","","","","",""
"588","","","","","","","614","614","614","4314.52099609375","4314.52099609375","4314.52099609375","629","629","629","4951.9990234375","4951.9990234375","4951.9990234375","617","617","617","5112.25439453125","5112.25439453125","5112.25439453125","647","647","647","5251.21875","5251.21875","5251.21875","635","635","635","5464.4755859375","5464.4755859375","5464.4755859375","","","","","","","","","","","","","635","635","635","4423.2119140625","4423.2119140625","4423.2119140625","635","635","635","4423.2119140625","4423.2119140625","4423.2119140625"
"589","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","638","638","638","4104.56201171875","4104.56201171875","4104.56201171875","","","","","","","","","","","","","","","","","",""
"590","623","623","623","4315.88623046875","4315.88623046875","4315.88623046875","","","","","","","","","","","","","","","","","","","650","650","650","5252.59423828125","5252.59423828125","5252.59423828125","638","638","638","5464.66796875","5464.66796875","5464.66796875","","","","","","","638","638","638","4402.21533203125","4402.21533203125","4402.21533203125","638","638","638","4401.6201171875","4401.6201171875","4401.6201171875","","","","","",""
"591","","","","","","","617","617","617","4367.36474609375","4367.36474609375","4367.36474609375","632","632","632","4958.89501953125","4958.89501953125","4958.89501953125","620","620","620","5075.19189453125","5075.19189453125","5075.19189453125","","","","","","","","","","","","","641","641","641","4121.76611328125","4121.76611328125","4121.76611328125","","","","","","","","","","","","","638","638","638","4401.6201171875","4401.6201171875","4401.6201171875"
"592","626","626","626","4302.322265625","4302.322265625","4302.322265625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"593","","","","","","","","","","","","","","","","","","","","","","","","","653","653","653","5307.68798828125","5307.68798828125","5307.68798828125","641","641","641","5458.400390625","5458.400390625","5458.400390625","","","","","","","641","641","641","4374.5107421875","4374.5107421875","4374.5107421875","641","641","641","4510.79052734375","4510.79052734375","4510.79052734375","641","641","641","4510.79052734375","4510.79052734375","4510.79052734375"
"594","","","","","","","620","620","620","4280.64990234375","4280.64990234375","4280.64990234375","635","635","635","4961.72509765625","4961.72509765625","4961.72509765625","623","623","623","5074.11474609375","5074.11474609375","5074.11474609375","","","","","","","","","","","","","644","644","644","4079.719970703125","4079.719970703125","4079.719970703125","","","","","","","","","","","","","","","","","",""
"595","629","629","629","4354.8427734375","4354.8427734375","4354.8427734375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","644","644","644","4352.9970703125","4352.9970703125","4352.9970703125","","","","","","","","","","","",""
"596","","","","","","","","","","","","","","","","","","","","","","","","","656","656","656","5250.03369140625","5250.03369140625","5250.03369140625","644","644","644","5489.39697265625","5489.39697265625","5489.39697265625","","","","","","","","","","","","","644","644","644","4321.314453125","4321.314453125","4321.314453125","644","644","644","4321.314453125","4321.314453125","4321.314453125"
"597","","","","","","","623","623","623","4315.88623046875","4315.88623046875","4315.88623046875","638","638","638","4905.720703125","4905.720703125","4905.720703125","626","626","626","5151.37060546875","5151.37060546875","5151.37060546875","","","","","","","","","","","","","647","647","647","4116.53759765625","4116.53759765625","4116.53759765625","","","","","","","","","","","","","","","","","",""
"598","632","632","632","4335.35009765625","4335.35009765625","4335.35009765625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","647","647","647","4390.10498046875","4390.10498046875","4390.10498046875","","","","","","","","","","","",""
"599","","","","","","","626","626","626","4302.322265625","4302.322265625","4302.322265625","641","641","641","4947.931640625","4947.931640625","4947.931640625","629","629","629","5169.8525390625","5169.8525390625","5169.8525390625","659","659","659","5271.3154296875","5271.3154296875","5271.3154296875","647","647","647","5465.21435546875","5465.21435546875","5465.21435546875","650","650","650","4121.6201171875","4121.6201171875","4121.6201171875","","","","","","","647","647","647","4260.70458984375","4260.70458984375","4260.70458984375","647","647","647","4260.70458984375","4260.70458984375","4260.70458984375"
"601","635","635","635","4316.232421875","4316.232421875","4316.232421875","","","","","","","","","","","","","","","","","","","662","662","662","5281.7666015625","5281.7666015625","5281.7666015625","650","650","650","5459.32470703125","5459.32470703125","5459.32470703125","","","","","","","650","650","650","4398.44970703125","4398.44970703125","4398.44970703125","650","650","650","4375.68408203125","4375.68408203125","4375.68408203125","","","","","",""
"602","","","","","","","629","629","629","4354.8427734375","4354.8427734375","4354.8427734375","644","644","644","4944.07080078125","4944.07080078125","4944.07080078125","632","632","632","5138.2626953125","5138.2626953125","5138.2626953125","","","","","","","","","","","","","653","653","653","4109.06884765625","4109.06884765625","4109.06884765625","","","","","","","","","","","","","650","650","650","4375.68408203125","4375.68408203125","4375.68408203125"
"603","638","638","638","4373.7265625","4373.7265625","4373.7265625","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","653","653","653","4399.5888671875","4399.5888671875","4399.5888671875","","","","","","","","","","","",""
"604","","","","","","","","","","","","","","","","","","","","","","","","","665","665","665","5262.91845703125","5262.91845703125","5262.91845703125","653","653","653","5442.19189453125","5442.19189453125","5442.19189453125","","","","","","","","","","","","","653","653","653","4132.23779296875","4132.23779296875","4132.23779296875","653","653","653","4132.23779296875","4132.23779296875","4132.23779296875"
"605","","","","","","","632","632","632","4335.35009765625","4335.35009765625","4335.35009765625","647","647","647","4925.6806640625","4925.6806640625","4925.6806640625","635","635","635","5149.7490234375","5149.7490234375","5149.7490234375","","","","","","","","","","","","","656","656","656","4114.94189453125","4114.94189453125","4114.94189453125","","","","","","","","","","","","","","","","","",""
"606","641","641","641","4350.455078125","4350.455078125","4350.455078125","","","","","","","","","","","","","","","","","","","668","668","668","5236.69384765625","5236.69384765625","5236.69384765625","","","","","","","","","","","","","656","656","656","4400.53662109375","4400.53662109375","4400.53662109375","","","","","","","","","","","",""
"607","","","","","","","635","635","635","4316.232421875","4316.232421875","4316.232421875","","","","","","","","","","","","","","","","","","","656","656","656","5485.33056640625","5485.33056640625","5485.33056640625","","","","","","","","","","","","","656","656","656","4462.52685546875","4462.52685546875","4462.52685546875","656","656","656","4462.52685546875","4462.52685546875","4462.52685546875"
"608","","","","","","","","","","","","","650","650","650","4949.123046875","4949.123046875","4949.123046875","638","638","638","5174.72021484375","5174.72021484375","5174.72021484375","","","","","","","","","","","","","659","659","659","4115.2763671875","4115.2763671875","4115.2763671875","","","","","","","","","","","","","","","","","",""
"609","644","644","644","4307.08056640625","4307.08056640625","4307.08056640625","","","","","","","","","","","","","","","","","","","671","671","671","5258.5712890625","5258.5712890625","5258.5712890625","659","659","659","5489.2841796875","5489.2841796875","5489.2841796875","","","","","","","659","659","659","4386.92919921875","4386.92919921875","4386.92919921875","659","659","659","4452.4296875","4452.4296875","4452.4296875","","","","","",""
"610","","","","","","","638","638","638","4373.7265625","4373.7265625","4373.7265625","653","653","653","4968.3466796875","4968.3466796875","4968.3466796875","","","","","","","","","","","","","","","","","","","662","662","662","4115.5390625","4115.5390625","4115.5390625","","","","","","","","","","","","","659","659","659","4452.4296875","4452.4296875","4452.4296875"
"611","","","","","","","","","","","","","","","","","","","641","641","641","5210.64306640625","5210.64306640625","5210.64306640625","","","","","","","","","","","","","","","","","","","662","662","662","4393.15576171875","4393.15576171875","4393.15576171875","","","","","","","","","","","",""
"612","647","647","647","4262.9501953125","4262.9501953125","4262.9501953125","","","","","","","","","","","","","","","","","","","674","674","674","5274.33349609375","5274.33349609375","5274.33349609375","662","662","662","5470.3056640625","5470.3056640625","5470.3056640625","","","","","","","","","","","","","662","662","662","4543.96435546875","4543.96435546875","4543.96435546875","662","662","662","4543.96435546875","4543.96435546875","4543.96435546875"
"613","","","","","","","641","641","641","4350.455078125","4350.455078125","4350.455078125","656","656","656","4978.06396484375","4978.06396484375","4978.06396484375","644","644","644","5231.076171875","5231.076171875","5231.076171875","","","","","","","","","","","","","665","665","665","4122.33935546875","4122.33935546875","4122.33935546875","","","","","","","","","","","","","","","","","",""
"614","650","650","650","4343.08544921875","4343.08544921875","4343.08544921875","","","","","","","","","","","","","","","","","","","677","677","677","5306.462890625","5306.462890625","5306.462890625","","","","","","","","","","","","","665","665","665","4383.72802734375","4383.72802734375","4383.72802734375","","","","","","","","","","","",""
"615","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","665","665","665","5513.40380859375","5513.40380859375","5513.40380859375","","","","","","","","","","","","","665","665","665","4510.1181640625","4510.1181640625","4510.1181640625","665","665","665","4510.1181640625","4510.1181640625","4510.1181640625"
"616","","","","","","","644","644","644","4307.08056640625","4307.08056640625","4307.08056640625","659","659","659","4987.11572265625","4987.11572265625","4987.11572265625","647","647","647","5251.21875","5251.21875","5251.21875","","","","","","","","","","","","","668","668","668","4113.48193359375","4113.48193359375","4113.48193359375","","","","","","","","","","","","","","","","","",""
"617","653","653","653","4355.869140625","4355.869140625","4355.869140625","","","","","","","","","","","","","","","","","","","680","680","680","5313.03369140625","5313.03369140625","5313.03369140625","668","668","668","5523.41259765625","5523.41259765625","5523.41259765625","","","","","","","668","668","668","4388.34326171875","4388.34326171875","4388.34326171875","","","","","","","","","","","",""
"618","","","","","","","647","647","647","4262.9501953125","4262.9501953125","4262.9501953125","","","","","","","","","","","","","","","","","","","","","","","","","671","671","671","4009.192626953125","4009.192626953125","4009.192626953125","","","","","","","668","668","668","4530.3701171875","4530.3701171875","4530.3701171875","668","668","668","4530.3701171875","4530.3701171875","4530.3701171875"
"619","","","","","","","","","","","","","662","662","662","4998.87841796875","4998.87841796875","4998.87841796875","650","650","650","5252.59423828125","5252.59423828125","5252.59423828125","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"620","656","656","656","4366.32568359375","4366.32568359375","4366.32568359375","","","","","","","","","","","","","","","","","","","683","683","683","5328.5146484375","5328.5146484375","5328.5146484375","671","671","671","5501.89794921875","5501.89794921875","5501.89794921875","","","","","","","671","671","671","4390.908203125","4390.908203125","4390.908203125","671","671","671","4455.115234375","4455.115234375","4455.115234375","","","","","",""
"621","","","","","","","650","650","650","4343.08544921875","4343.08544921875","4343.08544921875","665","665","665","4960.27880859375","4960.27880859375","4960.27880859375","","","","","","","","","","","","","","","","","","","674","674","674","4117.189453125","4117.189453125","4117.189453125","","","","","","","","","","","","","671","671","671","4455.115234375","4455.115234375","4455.115234375"
"622","","","","","","","","","","","","","","","","","","","653","653","653","5307.68798828125","5307.68798828125","5307.68798828125","686","686","686","5327.6201171875","5327.6201171875","5327.6201171875","","","","","","","","","","","","","674","674","674","4381.5146484375","4381.5146484375","4381.5146484375","","","","","","","","","","","",""
"623","659","659","659","4353.14111328125","4353.14111328125","4353.14111328125","","","","","","","","","","","","","","","","","","","","","","","","","674","674","674","5518.55224609375","5518.55224609375","5518.55224609375","","","","","","","","","","","","","674","674","674","4518.93359375","4518.93359375","4518.93359375","674","674","674","4518.93359375","4518.93359375","4518.93359375"
"624","","","","","","","653","653","653","4355.869140625","4355.869140625","4355.869140625","668","668","668","4992.37646484375","4992.37646484375","4992.37646484375","","","","","","","","","","","","","","","","","","","677","677","677","4102.77294921875","4102.77294921875","4102.77294921875","","","","","","","","","","","","","","","","","",""
"625","662","662","662","4391.27685546875","4391.27685546875","4391.27685546875","","","","","","","","","","","","","656","656","656","5250.03369140625","5250.03369140625","5250.03369140625","689","689","689","5372.66943359375","5372.66943359375","5372.66943359375","","","","","","","","","","","","","677","677","677","4399.6103515625","4399.6103515625","4399.6103515625","","","","","","","","","","","",""
"626","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","677","677","677","5528.2578125","5528.2578125","5528.2578125","","","","","","","","","","","","","677","677","677","4536.84228515625","4536.84228515625","4536.84228515625","677","677","677","4536.84228515625","4536.84228515625","4536.84228515625"
"627","","","","","","","656","656","656","4366.32568359375","4366.32568359375","4366.32568359375","671","671","671","5005.97216796875","5005.97216796875","5005.97216796875","659","659","659","5271.3154296875","5271.3154296875","5271.3154296875","","","","","","","","","","","","","680","680","680","4059.18798828125","4059.18798828125","4059.18798828125","","","","","","","","","","","","","","","","","",""
"628","665","665","665","4343.0322265625","4343.0322265625","4343.0322265625","","","","","","","","","","","","","","","","","","","692","692","692","5312.41796875","5312.41796875","5312.41796875","680","680","680","5510.5458984375","5510.5458984375","5510.5458984375","","","","","","","680","680","680","4385.70458984375","4385.70458984375","4385.70458984375","680","680","680","4400.85009765625","4400.85009765625","4400.85009765625","","","","","",""
"629","","","","","","","659","659","659","4353.14111328125","4353.14111328125","4353.14111328125","","","","","","","","","","","","","","","","","","","","","","","","","683","683","683","4048.123046875","4048.123046875","4048.123046875","","","","","","","","","","","","","680","680","680","4400.85009765625","4400.85009765625","4400.85009765625"
"630","","","","","","","","","","","","","674","674","674","5009.4296875","5009.4296875","5009.4296875","662","662","662","5281.7666015625","5281.7666015625","5281.7666015625","695","695","695","5304.587890625","5304.587890625","5304.587890625","","","","","","","","","","","","","683","683","683","4365.90380859375","4365.90380859375","4365.90380859375","","","","","","","","","","","",""
"631","668","668","668","4384.41943359375","4384.41943359375","4384.41943359375","","","","","","","","","","","","","","","","","","","","","","","","","683","683","683","5529.873046875","5529.873046875","5529.873046875","","","","","","","","","","","","","683","683","683","4495.7138671875","4495.7138671875","4495.7138671875","683","683","683","4495.7138671875","4495.7138671875","4495.7138671875"
