"Relative Time (Process)","SAC_HopperEnv_sweep_4 - _step","SAC_HopperEnv_sweep_4 - _step__MIN","SAC_HopperEnv_sweep_4 - _step__MAX","SAC_HopperEnv_sweep_4 - rewards/time","SAC_HopperEnv_sweep_4 - rewards/time__MIN","SAC_HopperEnv_sweep_4 - rewards/time__MAX","SAC_HopperEnv_sweep_3 - _step","SAC_HopperEnv_sweep_3 - _step__MIN","SAC_HopperEnv_sweep_3 - _step__MAX","SAC_HopperEnv_sweep_3 - rewards/time","SAC_HopperEnv_sweep_3 - rewards/time__MIN","SAC_HopperEnv_sweep_3 - rewards/time__MAX","SAC_HopperEnv_sweep_2 - _step","SAC_HopperEnv_sweep_2 - _step__MIN","SAC_HopperEnv_sweep_2 - _step__MAX","SAC_HopperEnv_sweep_2 - rewards/time","SAC_HopperEnv_sweep_2 - rewards/time__MIN","SAC_HopperEnv_sweep_2 - rewards/time__MAX","SAC_HopperEnv_sweep_1 - _step","SAC_HopperEnv_sweep_1 - _step__MIN","SAC_HopperEnv_sweep_1 - _step__MAX","SAC_HopperEnv_sweep_1 - rewards/time","SAC_HopperEnv_sweep_1 - rewards/time__MIN","SAC_HopperEnv_sweep_1 - rewards/time__MAX","SAC_HopperEnv_sweep_0 - _step","SAC_HopperEnv_sweep_0 - _step__MIN","SAC_HopperEnv_sweep_0 - _step__MAX","SAC_HopperEnv_sweep_0 - rewards/time","SAC_HopperEnv_sweep_0 - rewards/time__MIN","SAC_HopperEnv_sweep_0 - rewards/time__MAX","SAC_HopperEnv_sweep_9 - _step","SAC_HopperEnv_sweep_9 - _step__MIN","SAC_HopperEnv_sweep_9 - _step__MAX","SAC_HopperEnv_sweep_9 - rewards/time","SAC_HopperEnv_sweep_9 - rewards/time__MIN","SAC_HopperEnv_sweep_9 - rewards/time__MAX","SAC_HopperEnv_sweep_8 - _step","SAC_HopperEnv_sweep_8 - _step__MIN","SAC_HopperEnv_sweep_8 - _step__MAX","SAC_HopperEnv_sweep_8 - rewards/time","SAC_HopperEnv_sweep_8 - rewards/time__MIN","SAC_HopperEnv_sweep_8 - rewards/time__MAX","SAC_HopperEnv_sweep_7 - _step","SAC_HopperEnv_sweep_7 - _step__MIN","SAC_HopperEnv_sweep_7 - _step__MAX","SAC_HopperEnv_sweep_7 - rewards/time","SAC_HopperEnv_sweep_7 - rewards/time__MIN","SAC_HopperEnv_sweep_7 - rewards/time__MAX","SAC_HopperEnv_sweep_6 - _step","SAC_HopperEnv_sweep_6 - _step__MIN","SAC_HopperEnv_sweep_6 - _step__MAX","SAC_HopperEnv_sweep_6 - rewards/time","SAC_HopperEnv_sweep_6 - rewards/time__MIN","SAC_HopperEnv_sweep_6 - rewards/time__MAX","SAC_HopperEnv_sweep_5 - _step","SAC_HopperEnv_sweep_5 - _step__MIN","SAC_HopperEnv_sweep_5 - _step__MAX","SAC_HopperEnv_sweep_5 - rewards/time","SAC_HopperEnv_sweep_5 - rewards/time__MIN","SAC_HopperEnv_sweep_5 - rewards/time__MAX"
"8181","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3142","3142","3142","4703.955078125","4703.955078125","4703.955078125","","","","","","","","","","","","","","","","","","","","","","","",""
"8182","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3193","3193","3193","4680.91552734375","4680.91552734375","4680.91552734375","3146","3146","3146","4675.13720703125","4675.13720703125","4675.13720703125","3097","3097","3097","4673.3916015625","4673.3916015625","4673.3916015625","3174","3174","3174","4663.6650390625","4663.6650390625","4663.6650390625"
"8183","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3143","3143","3143","4703.9248046875","4703.9248046875","4703.9248046875","","","","","","","","","","","","","","","","","","","","","","","",""
"8184","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3194","3194","3194","4681.61669921875","4681.61669921875","4681.61669921875","3147","3147","3147","4675.556640625","4675.556640625","4675.556640625","3098","3098","3098","4673.57470703125","4673.57470703125","4673.57470703125","","","","","",""
"8185","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3175","3175","3175","4663.2822265625","4663.2822265625","4663.2822265625"
"8186","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3144","3144","3144","4703.841796875","4703.841796875","4703.841796875","","","","","","","","","","","","","","","","","","","","","","","",""
"8187","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3195","3195","3195","4682.1845703125","4682.1845703125","4682.1845703125","3148","3148","3148","4675.978515625","4675.978515625","4675.978515625","3099","3099","3099","4673.576171875","4673.576171875","4673.576171875","3176","3176","3176","4662.3359375","4662.3359375","4662.3359375"
"8188","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3145","3145","3145","4703.76416015625","4703.76416015625","4703.76416015625","","","","","","","","","","","","","","","","","","","","","","","",""
"8190","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3196","3196","3196","4682.072265625","4682.072265625","4682.072265625","3149","3149","3149","4676.1357421875","4676.1357421875","4676.1357421875","3100","3100","3100","4673.4736328125","4673.4736328125","4673.4736328125","3177","3177","3177","4661.6806640625","4661.6806640625","4661.6806640625"
"8191","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3146","3146","3146","4703.03369140625","4703.03369140625","4703.03369140625","","","","","","","","","","","","","","","","","","","","","","","",""
"8192","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3197","3197","3197","4681.97412109375","4681.97412109375","4681.97412109375","3150","3150","3150","4676.609375","4676.609375","4676.609375","3101","3101","3101","4673.384765625","4673.384765625","4673.384765625","3178","3178","3178","4661.81884765625","4661.81884765625","4661.81884765625"
"8194","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3147","3147","3147","4702.63671875","4702.63671875","4702.63671875","","","","","","","","","","","","","","","","","","","","","","","",""
"8195","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3198","3198","3198","4682.13427734375","4682.13427734375","4682.13427734375","3151","3151","3151","4677.17626953125","4677.17626953125","4677.17626953125","3102","3102","3102","4673.04443359375","4673.04443359375","4673.04443359375","3179","3179","3179","4662.173828125","4662.173828125","4662.173828125"
"8196","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3148","3148","3148","4701.91015625","4701.91015625","4701.91015625","","","","","","","","","","","","","","","","","","","","","","","",""
"8197","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3199","3199","3199","4682.78662109375","4682.78662109375","4682.78662109375","3152","3152","3152","4677.0380859375","4677.0380859375","4677.0380859375","","","","","","","","","","","",""
"8198","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3103","3103","3103","4672.88818359375","4672.88818359375","4672.88818359375","3180","3180","3180","4661.92138671875","4661.92138671875","4661.92138671875"
"8199","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3149","3149","3149","4701.49658203125","4701.49658203125","4701.49658203125","","","","","","","","","","","","","","","","","","","","","","","",""
"8200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3200","3200","3200","4683.13232421875","4683.13232421875","4683.13232421875","3153","3153","3153","4677.96044921875","4677.96044921875","4677.96044921875","3104","3104","3104","4672.2998046875","4672.2998046875","4672.2998046875","3181","3181","3181","4663.111328125","4663.111328125","4663.111328125"
"8201","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3150","3150","3150","4696.75048828125","4696.75048828125","4696.75048828125","","","","","","","","","","","","","","","","","","","","","","","",""
"8202","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3201","3201","3201","4683.1025390625","4683.1025390625","4683.1025390625","","","","","","","","","","","","","","","","","",""
"8203","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3154","3154","3154","4678.83349609375","4678.83349609375","4678.83349609375","3105","3105","3105","4671.4482421875","4671.4482421875","4671.4482421875","3182","3182","3182","4662.66357421875","4662.66357421875","4662.66357421875"
"8204","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3151","3151","3151","4681.13916015625","4681.13916015625","4681.13916015625","","","","","","","","","","","","","","","","","","","","","","","",""
"8205","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3202","3202","3202","4683.03271484375","4683.03271484375","4683.03271484375","3155","3155","3155","4679.203125","4679.203125","4679.203125","3106","3106","3106","4671.6875","4671.6875","4671.6875","3183","3183","3183","4663.67138671875","4663.67138671875","4663.67138671875"
"8206","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3152","3152","3152","4674.89892578125","4674.89892578125","4674.89892578125","","","","","","","","","","","","","","","","","","","","","","","",""
"8207","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3203","3203","3203","4682.32177734375","4682.32177734375","4682.32177734375","","","","","","","","","","","","","","","","","",""
"8208","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3156","3156","3156","4679.56494140625","4679.56494140625","4679.56494140625","3107","3107","3107","4671.12451171875","4671.12451171875","4671.12451171875","3184","3184","3184","4664.44384765625","4664.44384765625","4664.44384765625"
"8209","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3153","3153","3153","4672.3154296875","4672.3154296875","4672.3154296875","","","","","","","","","","","","","","","","","","","","","","","",""
"8210","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3204","3204","3204","4682.10888671875","4682.10888671875","4682.10888671875","3157","3157","3157","4679.595703125","4679.595703125","4679.595703125","","","","","","","3185","3185","3185","4663.39794921875","4663.39794921875","4663.39794921875"
"8211","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3108","3108","3108","4671.26220703125","4671.26220703125","4671.26220703125","","","","","",""
"8212","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3154","3154","3154","4668.4453125","4668.4453125","4668.4453125","","","","","","","","","","","","","","","","","","","","","","","",""
"8213","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3205","3205","3205","4681.5087890625","4681.5087890625","4681.5087890625","3158","3158","3158","4680.24560546875","4680.24560546875","4680.24560546875","3109","3109","3109","4671.07421875","4671.07421875","4671.07421875","3186","3186","3186","4663.29541015625","4663.29541015625","4663.29541015625"
"8214","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3155","3155","3155","4667.99609375","4667.99609375","4667.99609375","","","","","","","","","","","","","","","","","","","","","","","",""
"8215","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3206","3206","3206","4680.8935546875","4680.8935546875","4680.8935546875","","","","","","","","","","","","","3187","3187","3187","4663.15869140625","4663.15869140625","4663.15869140625"
"8216","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3159","3159","3159","4680.29248046875","4680.29248046875","4680.29248046875","3110","3110","3110","4671.31591796875","4671.31591796875","4671.31591796875","","","","","",""
"8217","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3156","3156","3156","4666.74658203125","4666.74658203125","4666.74658203125","","","","","","","","","","","","","","","","","","","","","","","",""
"8218","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3207","3207","3207","4681.16015625","4681.16015625","4681.16015625","3160","3160","3160","4680.3212890625","4680.3212890625","4680.3212890625","","","","","","","3188","3188","3188","4662.41162109375","4662.41162109375","4662.41162109375"
"8219","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3157","3157","3157","4663.38671875","4663.38671875","4663.38671875","","","","","","","","","","","","","3111","3111","3111","4671.4013671875","4671.4013671875","4671.4013671875","","","","","",""
"8220","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3208","3208","3208","4681.587890625","4681.587890625","4681.587890625","","","","","","","","","","","","","","","","","",""
"8221","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3161","3161","3161","4681.09423828125","4681.09423828125","4681.09423828125","3112","3112","3112","4671.48974609375","4671.48974609375","4671.48974609375","3189","3189","3189","4662.66455078125","4662.66455078125","4662.66455078125"
"8222","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3158","3158","3158","4658.90673828125","4658.90673828125","4658.90673828125","","","","","","","","","","","","","","","","","","","","","","","",""
"8223","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3209","3209","3209","4681.642578125","4681.642578125","4681.642578125","3162","3162","3162","4681.796875","4681.796875","4681.796875","","","","","","","3190","3190","3190","4662.22607421875","4662.22607421875","4662.22607421875"
"8224","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3159","3159","3159","4657.2431640625","4657.2431640625","4657.2431640625","","","","","","","","","","","","","3113","3113","3113","4672.70751953125","4672.70751953125","4672.70751953125","","","","","",""
"8226","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3210","3210","3210","4681.8056640625","4681.8056640625","4681.8056640625","3163","3163","3163","4682.015625","4682.015625","4682.015625","","","","","","","3191","3191","3191","4662.25732421875","4662.25732421875","4662.25732421875"
"8227","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3160","3160","3160","4655.78857421875","4655.78857421875","4655.78857421875","","","","","","","","","","","","","3114","3114","3114","4672.64794921875","4672.64794921875","4672.64794921875","","","","","",""
"8228","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3211","3211","3211","4682.376953125","4682.376953125","4682.376953125","","","","","","","","","","","","","3192","3192","3192","4663.12353515625","4663.12353515625","4663.12353515625"
"8229","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3164","3164","3164","4681.8671875","4681.8671875","4681.8671875","3115","3115","3115","4672.84814453125","4672.84814453125","4672.84814453125","","","","","",""
"8230","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3161","3161","3161","4655.56982421875","4655.56982421875","4655.56982421875","","","","","","","","","","","","","","","","","","","","","","","",""
"8231","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3212","3212","3212","4682.71142578125","4682.71142578125","4682.71142578125","3165","3165","3165","4681.873046875","4681.873046875","4681.873046875","","","","","","","3193","3193","3193","4664.25927734375","4664.25927734375","4664.25927734375"
"8232","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3162","3162","3162","4655.39697265625","4655.39697265625","4655.39697265625","","","","","","","","","","","","","3116","3116","3116","4672.81591796875","4672.81591796875","4672.81591796875","","","","","",""
"8233","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3213","3213","3213","4682.88037109375","4682.88037109375","4682.88037109375","","","","","","","","","","","","","3194","3194","3194","4666.3818359375","4666.3818359375","4666.3818359375"
"8234","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3166","3166","3166","4682.1796875","4682.1796875","4682.1796875","3117","3117","3117","4672.7119140625","4672.7119140625","4672.7119140625","","","","","",""
"8235","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3163","3163","3163","4655.07373046875","4655.07373046875","4655.07373046875","","","","","","","","","","","","","","","","","","","","","","","",""
"8236","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3214","3214","3214","4682.40185546875","4682.40185546875","4682.40185546875","3167","3167","3167","4682.236328125","4682.236328125","4682.236328125","","","","","","","3195","3195","3195","4667.244140625","4667.244140625","4667.244140625"
"8237","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3164","3164","3164","4654.88134765625","4654.88134765625","4654.88134765625","","","","","","","","","","","","","3118","3118","3118","4672.10302734375","4672.10302734375","4672.10302734375","","","","","",""
"8238","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3215","3215","3215","4681.6953125","4681.6953125","4681.6953125","","","","","","","","","","","","","","","","","",""
"8239","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3168","3168","3168","4681.74365234375","4681.74365234375","4681.74365234375","","","","","","","3196","3196","3196","4669.51953125","4669.51953125","4669.51953125"
"8240","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3165","3165","3165","4653.54248046875","4653.54248046875","4653.54248046875","","","","","","","","","","","","","3119","3119","3119","4671.99658203125","4671.99658203125","4671.99658203125","","","","","",""
"8241","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3216","3216","3216","4682.15869140625","4682.15869140625","4682.15869140625","","","","","","","","","","","","","3197","3197","3197","4670.28564453125","4670.28564453125","4670.28564453125"
"8242","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3166","3166","3166","4649.68603515625","4649.68603515625","4649.68603515625","","","","","","","3169","3169","3169","4681.025390625","4681.025390625","4681.025390625","3120","3120","3120","4671.50634765625","4671.50634765625","4671.50634765625","","","","","",""
"8243","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3217","3217","3217","4681.61669921875","4681.61669921875","4681.61669921875","","","","","","","","","","","","","","","","","",""
"8244","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3170","3170","3170","4680.462890625","4680.462890625","4680.462890625","","","","","","","3198","3198","3198","4671.185546875","4671.185546875","4671.185546875"
"8245","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3167","3167","3167","4645.1357421875","4645.1357421875","4645.1357421875","","","","","","","","","","","","","3121","3121","3121","4670.62841796875","4670.62841796875","4670.62841796875","","","","","",""
"8246","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3218","3218","3218","4681.93701171875","4681.93701171875","4681.93701171875","","","","","","","","","","","","","3199","3199","3199","4671.56298828125","4671.56298828125","4671.56298828125"
"8247","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3171","3171","3171","4680.90869140625","4680.90869140625","4680.90869140625","","","","","","","","","","","",""
"8248","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3168","3168","3168","4643.78076171875","4643.78076171875","4643.78076171875","","","","","","","","","","","","","3122","3122","3122","4670.77392578125","4670.77392578125","4670.77392578125","","","","","",""
"8249","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3219","3219","3219","4681.64599609375","4681.64599609375","4681.64599609375","3172","3172","3172","4681.20068359375","4681.20068359375","4681.20068359375","","","","","","","3200","3200","3200","4672.8173828125","4672.8173828125","4672.8173828125"
"8250","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3169","3169","3169","4641.32958984375","4641.32958984375","4641.32958984375","","","","","","","","","","","","","3123","3123","3123","4670.32568359375","4670.32568359375","4670.32568359375","","","","","",""
"8251","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3220","3220","3220","4681.814453125","4681.814453125","4681.814453125","","","","","","","","","","","","","","","","","",""
"8252","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3173","3173","3173","4681.431640625","4681.431640625","4681.431640625","","","","","","","3201","3201","3201","4673.40869140625","4673.40869140625","4673.40869140625"
"8253","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3170","3170","3170","4640.048828125","4640.048828125","4640.048828125","","","","","","","","","","","","","3124","3124","3124","4670.31884765625","4670.31884765625","4670.31884765625","","","","","",""
"8254","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3221","3221","3221","4681.8369140625","4681.8369140625","4681.8369140625","","","","","","","","","","","","","3202","3202","3202","4675.34521484375","4675.34521484375","4675.34521484375"
"8255","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3171","3171","3171","4639.2919921875","4639.2919921875","4639.2919921875","","","","","","","3174","3174","3174","4681.623046875","4681.623046875","4681.623046875","","","","","","","","","","","",""
"8256","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3222","3222","3222","4682.681640625","4682.681640625","4682.681640625","","","","","","","3125","3125","3125","4670.13671875","4670.13671875","4670.13671875","","","","","",""
"8257","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3175","3175","3175","4681.8291015625","4681.8291015625","4681.8291015625","","","","","","","3203","3203","3203","4675.181640625","4675.181640625","4675.181640625"
"8258","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3172","3172","3172","4639.169921875","4639.169921875","4639.169921875","","","","","","","","","","","","","3126","3126","3126","4669.30908203125","4669.30908203125","4669.30908203125","","","","","",""
"8259","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3223","3223","3223","4682.1044921875","4682.1044921875","4682.1044921875","","","","","","","","","","","","","3204","3204","3204","4675.99853515625","4675.99853515625","4675.99853515625"
"8260","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3173","3173","3173","4635.19384765625","4635.19384765625","4635.19384765625","","","","","","","3176","3176","3176","4682.25341796875","4682.25341796875","4682.25341796875","","","","","","","","","","","",""
"8261","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3224","3224","3224","4682.40185546875","4682.40185546875","4682.40185546875","","","","","","","3127","3127","3127","4669.0908203125","4669.0908203125","4669.0908203125","","","","","",""
"8262","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3177","3177","3177","4682.74560546875","4682.74560546875","4682.74560546875","","","","","","","3205","3205","3205","4676.29052734375","4676.29052734375","4676.29052734375"
"8263","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3174","3174","3174","4627.31298828125","4627.31298828125","4627.31298828125","","","","","","","","","","","","","","","","","","","","","","","",""
"8264","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3225","3225","3225","4682.28662109375","4682.28662109375","4682.28662109375","","","","","","","3128","3128","3128","4669.07470703125","4669.07470703125","4669.07470703125","","","","","",""
"8265","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3175","3175","3175","4620.890625","4620.890625","4620.890625","","","","","","","3178","3178","3178","4684.06591796875","4684.06591796875","4684.06591796875","","","","","","","3206","3206","3206","4677.28076171875","4677.28076171875","4677.28076171875"
"8266","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3226","3226","3226","4682.13427734375","4682.13427734375","4682.13427734375","","","","","","","3129","3129","3129","4669.30126953125","4669.30126953125","4669.30126953125","","","","","",""
"8267","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3179","3179","3179","4684.84716796875","4684.84716796875","4684.84716796875","","","","","","","3207","3207","3207","4678.3203125","4678.3203125","4678.3203125"
"8268","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3176","3176","3176","4619.71630859375","4619.71630859375","4619.71630859375","","","","","","","","","","","","","","","","","","","","","","","",""
"8269","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3227","3227","3227","4682.3359375","4682.3359375","4682.3359375","","","","","","","3130","3130","3130","4668.419921875","4668.419921875","4668.419921875","","","","","",""
"8270","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3180","3180","3180","4685.23388671875","4685.23388671875","4685.23388671875","","","","","","","3208","3208","3208","4679.55322265625","4679.55322265625","4679.55322265625"
"8271","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3177","3177","3177","4617.90966796875","4617.90966796875","4617.90966796875","3228","3228","3228","4681.8125","4681.8125","4681.8125","","","","","","","","","","","","","","","","","",""
"8272","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3131","3131","3131","4667.93798828125","4667.93798828125","4667.93798828125","3209","3209","3209","4680.97314453125","4680.97314453125","4680.97314453125"
"8273","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3178","3178","3178","4617.6142578125","4617.6142578125","4617.6142578125","","","","","","","3181","3181","3181","4685.83837890625","4685.83837890625","4685.83837890625","","","","","","","","","","","",""
"8274","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3229","3229","3229","4681.60302734375","4681.60302734375","4681.60302734375","","","","","","","3132","3132","3132","4667.560546875","4667.560546875","4667.560546875","","","","","",""
"8275","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3182","3182","3182","4686.4921875","4686.4921875","4686.4921875","","","","","","","3210","3210","3210","4681.580078125","4681.580078125","4681.580078125"
"8276","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3179","3179","3179","4617.51318359375","4617.51318359375","4617.51318359375","3230","3230","3230","4680.0185546875","4680.0185546875","4680.0185546875","","","","","","","","","","","","","","","","","",""
"8277","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3133","3133","3133","4667.46337890625","4667.46337890625","4667.46337890625","","","","","",""
"8278","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3180","3180","3180","4617.69970703125","4617.69970703125","4617.69970703125","","","","","","","3183","3183","3183","4686.82763671875","4686.82763671875","4686.82763671875","","","","","","","3211","3211","3211","4681.7822265625","4681.7822265625","4681.7822265625"
"8279","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3231","3231","3231","4679.2900390625","4679.2900390625","4679.2900390625","","","","","","","","","","","","","","","","","",""
"8280","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3184","3184","3184","4687.46337890625","4687.46337890625","4687.46337890625","3134","3134","3134","4667.22705078125","4667.22705078125","4667.22705078125","3212","3212","3212","4681.72412109375","4681.72412109375","4681.72412109375"
"8281","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3181","3181","3181","4618.0712890625","4618.0712890625","4618.0712890625","3232","3232","3232","4679.46728515625","4679.46728515625","4679.46728515625","","","","","","","","","","","","","","","","","",""
"8282","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3135","3135","3135","4666.580078125","4666.580078125","4666.580078125","","","","","",""
"8283","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3182","3182","3182","4576.1796875","4576.1796875","4576.1796875","","","","","","","3185","3185","3185","4687.89794921875","4687.89794921875","4687.89794921875","","","","","","","3213","3213","3213","4681.7294921875","4681.7294921875","4681.7294921875"
"8284","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3233","3233","3233","4679.15576171875","4679.15576171875","4679.15576171875","","","","","","","","","","","","","","","","","",""
"8285","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3186","3186","3186","4688.34375","4688.34375","4688.34375","3136","3136","3136","4666.62548828125","4666.62548828125","4666.62548828125","3214","3214","3214","4681.498046875","4681.498046875","4681.498046875"
"8286","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3183","3183","3183","4582.99853515625","4582.99853515625","4582.99853515625","3234","3234","3234","4679.06005859375","4679.06005859375","4679.06005859375","","","","","","","","","","","","","","","","","",""
"8287","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3137","3137","3137","4666.72119140625","4666.72119140625","4666.72119140625","","","","","",""
"8288","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3187","3187","3187","4688.78076171875","4688.78076171875","4688.78076171875","","","","","","","3215","3215","3215","4682.32568359375","4682.32568359375","4682.32568359375"
"8289","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3184","3184","3184","4585.79638671875","4585.79638671875","4585.79638671875","3235","3235","3235","4678.84228515625","4678.84228515625","4678.84228515625","","","","","","","","","","","","","","","","","",""
